Train Loss,Test Loss,Train Accuracy,Test Accuracy
1.6960699121936473,1.502840048388431,0.5983636102645226,0.6124588815789473
1.4345206957237393,1.413749928537168,0.6281838717024311,0.637952302631579
1.367972195148468,1.344559329905008,0.6291029893494899,0.6365131578947368
1.314712267295987,1.2909093375660872,0.6312716264350742,0.637952302631579
1.2736893136516896,1.253685207547326,0.6314758748010872,0.6402138157894737
1.2433595236609964,1.225677949915591,0.6341311035592572,0.6430921052631579
1.2191490008940105,1.2025725625357346,0.636582083951414,0.6478207236842105
1.1983721813345267,1.1824020351724405,0.6385224434285383,0.6488486842105263
1.179736781354044,1.1642078424950963,0.6398740870500702,0.6502878289473685
1.1626570590960434,1.1475045242297806,0.6429137832978192,0.6527549342105263
1.1468418579475552,1.1318526070466952,0.6487108324867448,0.6554276315789473
1.1317293297231588,1.1169177083617174,0.6519788063429539,0.6615953947368421
1.1177093406128729,1.102796106035576,0.6566765187612547,0.6648848684210527
1.1032448091538123,1.088270074528593,0.6608395810220756,0.6681743421052632
1.0890824670105979,1.0739891196870686,0.6628820646822063,0.6720805921052632
1.0750993959654391,1.0595168521088596,0.6686791138711319,0.6755756578947368
1.0608382873675402,1.0447933915512342,0.6713343426293018,0.6772203947368421
1.046169801085603,1.029557548585887,0.6741938197534848,0.6817434210526315
1.031367177082822,1.0135834396780028,0.6785851596227659,0.6860608552631579
1.015944268384011,0.9971372611930986,0.6824418493345672,0.6912006578947368
0.9991928058512071,0.9792922286923338,0.6885693003149593,0.6961348684210527
0.9826506097721898,0.9616206350711811,0.6920415225371815,0.7023026315789473
0.9649043137731116,0.9420877770722942,0.6965890522875817,0.7090871710526315
0.9463292818053876,0.9230428443651794,0.7045547385620915,0.7138157894736842
0.9274982167225257,0.9031344679319054,0.7116013071895425,0.7210115131578947
0.9067977456485524,0.881886786784315,0.7207924836601307,0.7298519736842105
0.8875409577017516,0.8624789183607056,0.7246732026143791,0.7374588815789473
0.8657912464897617,0.8425281135699295,0.7316176470588235,0.7446546052631579
0.842688816045624,0.8252232732193079,0.7405024509803921,0.7506167763157895
0.8226219128354703,0.8134125847596136,0.7466299019607843,0.7553453947368421
0.8037643861147313,0.7974077473167869,0.7535743464052288,0.7613075657894737
0.7858899054574031,0.796401857429086,0.7600081699346405,0.760485197368421
0.7736784501695165,0.7757837039052423,0.7639910130718954,0.7641858552631579
0.7519939123025907,0.7428560427644314,0.7727736928104575,0.7765213815789473
0.7327178158109484,0.7230116603252674,0.7779820261437909,0.7820723684210527
0.7130475030615439,0.695930262223364,0.7870710784313726,0.7915296052631579
0.7020871157155317,0.6702336357511262,0.7903390522875817,0.7989309210526315
0.681147936415049,0.6490795338391572,0.7936070261437909,0.8069490131578947
0.6567809057294154,0.6361098731622884,0.802593954248366,0.8075657894736842
0.6409154651211757,0.6263183662304073,0.806781045751634,0.8129111842105263
0.6257607563843135,0.6536419329457107,0.8145424836601307,0.7993421052631579
0.6064756871535887,0.6003028086247229,0.8200571895424836,0.8196957236842105
0.5850253503014838,0.5788141332511594,0.8254938004842771,0.8270970394736842
0.5611328368677813,0.5551350432075484,0.8340482026143791,0.8349095394736842
0.5404002716630892,0.5321332440398692,0.838031045751634,0.8414884868421053
0.5254278527755364,0.5089613382358373,0.8423202614379085,0.8499177631578947
0.5062166774292397,0.4906782767238359,0.8492647058823529,0.8573190789473685
0.4955209386017587,0.49000379584475395,0.8550857843137255,0.8519736842105263
0.4798582366186809,0.48239195471212853,0.8586601307189542,0.8562911184210527
0.46766114142400766,0.46355282501654554,0.8629493464052288,0.859375
